transaction_id,supplier_id,transaction_date,contract_value_usd,currency,category,subcategory,department,contract_duration_months,tender_type,local_content_percentage,payment_terms,contract_start_date,contract_end_date,po_number,delivery_location,project_code,budget_code,approval_level,contract_status
TXN004529,SUP0349,2016-08-02,80334.56,USD,Security Services,Construction Services,Mining Operations,3,Open Tender,94.1,Net 30,2016-08-02,2016-10-31,PO877916,Accra Office,PRJ6795,BUD965,SVP,Completed
TXN004530,SUP0001,2012-12-04,178873.76,USD,Financial Services,Environmental Services,Security,12,Restricted Tender,70.8,Net 90,2012-12-04,2013-11-29,PO276743,Ahafo South,PRJ1196,BUD214,SVP,Completed
TXN004531,SUP0297,2011-07-02,1518389.0,GHS,Training Services,Catering Services,Mining Operations,36,Open Tender,30.1,Upon Delivery,2011-07-02,2014-06-16,PO314636,Subika,PRJ6014,BUD572,VP,Completed
TXN004532,SUP0300,2025-08-20,39854.49,USD,Equipment Rental,Legal Services,Mining Operations,2,Direct Award,97.3,Net 60,2025-08-20,2025-10-19,PO345613,Subika,PRJ2925,BUD935,SVP,Active
TXN004533,SUP0225,2014-10-10,126506.03,USD,Transportation & Logistics,Accounting Services,Environmental,3,Open Tender,81.0,Net 60,2014-10-10,2015-01-08,PO963305,Ahafo North,PRJ7923,BUD385,SVP,Completed
TXN004534,SUP0376,2012-01-17,31093.32,USD,Consulting Services,Civil Works,Mining Operations,36,Restricted Tender,76.7,Net 30,2012-01-17,2015-01-01,PO155596,Ahafo South,PRJ8290,BUD113,SVP,Completed
TXN004535,SUP0293,2022-06-23,1958197.91,USD,Equipment Parts,Equipment Parts,Mining Operations,1,Open Tender,29.9,Net 60,2022-06-23,2022-07-23,PO816269,Subika,PRJ6535,BUD559,SVP,Cancelled
TXN004536,SUP0413,2011-09-06,1233028.41,USD,Safety Equipment,Environmental Services,Administration,3,Open Tender,5.1,Net 60,2011-09-06,2011-12-05,PO142943,Subika,PRJ5943,BUD672,VP,Completed
TXN004537,SUP0495,2012-01-07,135214.05,USD,Laboratory Services,Laboratory Services,Community Relations,36,Open Tender,52.1,Net 90,2012-01-07,2014-12-22,PO282169,Ahafo North,PRJ6134,BUD830,VP,Completed
TXN004538,SUP0156,2013-05-11,57650.11,USD,Transportation & Logistics,Consulting Services,Maintenance,3,Restricted Tender,80.8,Net 60,2013-05-11,2013-08-09,PO770990,Ahafo North,PRJ8919,BUD273,SVP,Completed
TXN004539,SUP0449,2018-01-21,185837.03,USD,Waste Management,Electrical Services,Mining Operations,2,Restricted Tender,94.5,Upon Delivery,2018-01-21,2018-03-22,PO701650,Ahafo South,PRJ4409,BUD149,Director,Completed
TXN004540,SUP0009,2019-04-20,945439.35,USD,Electrical Services,Catering Services,Community Relations,6,Restricted Tender,12.2,Upon Delivery,2019-04-20,2019-10-17,PO387224,Accra Office,PRJ8739,BUD198,Manager,Completed
TXN004541,SUP0340,2017-08-30,45790.88,USD,Safety Equipment,Medical Services,Mining Operations,3,Restricted Tender,99.0,Net 60,2017-08-30,2017-11-28,,Ahafo South,PRJ9596,BUD986,SVP,Completed
TXN004542,SUP0165,2010-11-04,43149.0,USD,Office Supplies,Transportation & Logistics,Mining Operations,3,Open Tender,98.3,Net 90,2010-11-04,2011-02-02,PO176529,Ahafo South,PRJ8989,BUD845,Manager,Completed
TXN004543,SUP0236,2012-08-08,1156799.06,USD,Equipment Parts,Security Services,Mining Operations,2,Open Tender,35.0,Net 30,2012-08-08,2012-10-07,PO179761,Subika,PRJ7575,BUD363,VP,Completed
TXN004544,SUP0158,2018-07-25,563572.33,USD,Mechanical Services,Security Services,Mining Operations,36,Open Tender,18.2,Net 30,2018-07-25,2021-07-09,PO208077,Ahafo North,PRJ1988,BUD876,SVP,Completed
TXN004545,SUP0047,2018-02-23,189740.26,USD,Maintenance Services,Electrical Services,Mining Operations,6,Open Tender,72.5,Net 60,2018-02-23,2018-08-22,PO866985,Subika,PRJ9019,BUD317,VP,Completed
TXN004546,SUP0103,2014-02-22,11464.82,USD,Training Services,Safety Equipment,Maintenance,3,Direct Award,72.0,Upon Delivery,2014-02-22,2014-05-23,PO856665,Accra Office,PRJ5790,BUD672,SVP,Completed
TXN004547,SUP0136,2020-04-13,146858.32,USD,Construction Services,Catering Services,Administration,1,Open Tender,77.8,Net 30,2020-04-13,2020-05-13,PO591526,,PRJ3408,BUD448,Director,Completed
TXN004548,SUP0487,2013-11-14,141102.03,USD,Equipment Parts,Civil Works,Administration,2,Open Tender,98.6,Net 30,2013-11-14,2014-01-13,PO264442,Ahafo South,PRJ1504,BUD663,Director,Completed
TXN004549,SUP0091,2013-09-21,22048.47,USD,Legal Services,IT Services,Mining Operations,12,Direct Award,97.2,Upon Delivery,2013-09-21,2014-09-16,PO699524,Ahafo South,PRJ7702,BUD781,SVP,Completed
TXN004550,SUP0493,2019-03-29,33370.3,USD,Waste Management,Environmental Services,Maintenance,3,Open Tender,76.0,Net 30,2019-03-29,2019-06-27,PO255611,Accra Office,PRJ6907,BUD836,Director,Completed
TXN004551,SUP0235,2022-04-27,66587.94,USD,Maintenance Services,Environmental Services,Mining Operations,3,Open Tender,74.7,Net 90,2022-04-27,2022-07-26,PO581688,Ahafo South,PRJ7715,BUD414,SVP,Completed
TXN004552,SUP0373,2024-12-30,82019.875,GHS,Maintenance Services,Civil Works,Maintenance,24,Restricted Tender,97.8,Net 60,2024-12-30,2026-12-20,PO213683,Ahafo South,PRJ1227,BUD293,SVP,Active
TXN004553,SUP0226,2010-03-20,73297.72,USD,Waste Management,Security Services,Mining Operations,3,Open Tender,70.8,Net 30,2010-03-20,2010-06-18,PO568732,Ahafo South,PRJ5029,BUD599,Manager,Completed
TXN004554,SUP0167,2021-11-02,198016.49,USD,Supplies & Materials,Waste Management,Environmental,3,Open Tender,91.3,Upon Delivery,2021-11-02,2022-01-31,PO848257,Accra Office,PRJ4683,BUD268,Manager,Completed
TXN004555,SUP0471,2021-03-09,26218.35,USD,Supplies & Materials,IT Services,Security,3,Direct Award,99.5,Net 30,2021-03-09,2021-06-07,PO698358,Ahafo North,PRJ5472,BUD616,VP,Completed
TXN004556,SUP0301,2023-04-27,93657.51,USD,Equipment Parts,Waste Management,Community Relations,1,Restricted Tender,97.0,Upon Delivery,2023-04-27,2023-05-27,,Subika,PRJ9860,BUD550,SVP,Completed
TXN004557,SUP0444,2025-05-06,113207.32,USD,Financial Services,Construction Services,Security,3,Restricted Tender,74.8,Upon Delivery,2025-05-06,2025-08-04,PO464498,Ahafo South,PRJ8778,BUD917,VP,Completed
TXN004558,SUP0201,2025-02-05,992510.75,USD,Laboratory Services,Environmental Services,Maintenance,6,Open Tender,11.9,Net 90,2025-02-05,2025-08-04,PO514153,Subika,PRJ8235,BUD236,SVP,Completed
TXN004559,SUP0454,2020-07-24,12558847.85,USD,Equipment Rental,Environmental Services,Mining Operations,2,Open Tender,2.3,Net 90,2020-07-24,2020-09-22,PO809866,Subika,PRJ2471,BUD891,Director,Completed
TXN004560,SUP0028,2021-04-06,443147.33,USD,Supplies & Materials,Construction Services,Security,1,Open Tender,65.4,Upon Delivery,2021-04-06,2021-05-06,PO714443,Subika,PRJ9165,BUD588,VP,Completed
TXN004561,SUP0254,2010-01-29,242511.98,USD,Equipment Rental,Legal Services,Security,1,Restricted Tender,79.6,Net 60,2010-01-29,2010-02-28,PO422260,Subika,PRJ3168,BUD872,Director,Completed
TXN004562,SUP0160,2011-05-15,384638.59,USD,Fuel & Lubricants,Financial Services,Mining Operations,1,Open Tender,11.9,Upon Delivery,2011-05-15,2011-06-14,PO288273,Accra Office,PRJ4698,BUD159,Director,Completed
TXN004563,SUP0481,2012-10-21,897278.34,USD,Supplies & Materials,Safety Equipment,Mining Operations,3,Restricted Tender,30.4,Upon Delivery,2012-10-21,2013-01-19,PO795522,Subika,PRJ6657,BUD275,VP,Completed
TXN004564,SUP0195,2019-12-11,15707.36,USD,Maintenance Services,Accounting Services,Mining Operations,3,Direct Award,76.9,Net 60,2019-12-11,2020-03-10,PO110600,Ahafo South,PRJ8560,BUD871,VP,Completed
TXN004565,SUP0099,2010-11-18,537057.75,GHS,Civil Works,Fuel & Lubricants,Environmental,3,Open Tender,99.8,Upon Delivery,2010-11-18,2011-02-16,PO338131,Subika,PRJ2417,BUD543,VP,Completed
TXN004566,SUP0032,2013-04-16,57012.73,USD,Safety Equipment,Financial Services,Maintenance,3,Open Tender,85.4,Net 60,2013-04-16,2013-07-15,PO384964,Accra Office,PRJ7548,BUD862,SVP,Completed
TXN004567,SUP0477,2018-04-04,32675.43,USD,Training Services,Mechanical Services,Mining Operations,1,Open Tender,99.9,Net 60,2018-04-04,2018-05-04,PO459240,Ahafo North,PRJ8900,BUD878,Manager,Completed
TXN004568,SUP0419,2011-05-22,4022319.2499999995,GHS,Laboratory Services,Transportation & Logistics,Mining Operations,36,Restricted Tender,22.2,Net 90,2011-05-22,2014-05-06,PO981393,,PRJ7544,BUD840,SVP,Completed
TXN004569,SUP0372,2023-06-21,49047.53,USD,Consulting Services,Legal Services,Environmental,3,Open Tender,99.1,Net 60,2023-06-21,2023-09-19,PO242609,Accra Office,PRJ8118,BUD336,Director,Completed
TXN004570,SUP0357,2015-10-14,43650.96,USD,Supplies & Materials,Construction Services,Mining Operations,1,Direct Award,99.5,Net 60,2015-10-14,2015-11-13,PO658671,Subika,PRJ7557,BUD263,Director,Completed
TXN004571,SUP0373,2020-06-09,45396.15,USD,Maintenance Services,Civil Works,Mining Operations,3,Open Tender,98.1,Net 60,2020-06-09,2020-09-07,PO621448,Ahafo North,PRJ4051,BUD445,Director,Completed
TXN004572,SUP0484,2012-04-15,225196.41,USD,Maintenance Services,Safety Equipment,Security,1,Restricted Tender,26.8,Net 60,2012-04-15,2012-05-15,PO949255,Ahafo North,PRJ8725,BUD944,Manager,Completed
TXN004573,SUP0343,2010-02-26,17443.02,USD,Environmental Services,Laboratory Services,Community Relations,24,Direct Award,85.9,Net 90,2010-02-26,2012-02-16,PO249500,Ahafo North,PRJ5112,BUD134,Director,Completed
TXN004574,SUP0006,2019-12-31,136543.82,USD,Training Services,Environmental Services,Community Relations,1,Restricted Tender,85.7,Net 90,2019-12-31,2020-01-30,PO307108,Ahafo North,PRJ4821,BUD879,Director,Completed
TXN004575,SUP0031,2025-04-25,997441.45,USD,Safety Equipment,Maintenance Services,Maintenance,1,Open Tender,26.8,Net 60,2025-04-25,2025-05-25,PO659284,Subika,PRJ7015,BUD508,Manager,Completed
TXN004576,SUP0196,2012-11-13,107408.6,USD,Medical Services,Waste Management,Mining Operations,6,Restricted Tender,80.2,Upon Delivery,2012-11-13,2013-05-12,PO674016,Ahafo South,PRJ5413,BUD575,Director,Completed
TXN004577,SUP0431,2019-11-13,17875.49,USD,Environmental Services,Laboratory Services,Maintenance,1,Direct Award,96.9,Net 90,2019-11-13,2019-12-13,PO889306,Ahafo South,PRJ8823,BUD531,SVP,Completed
TXN004578,SUP0091,2022-02-13,274645.125,GHS,Legal Services,IT Services,Security,1,Direct Award,99.0,Upon Delivery,2022-02-13,2022-03-15,PO410160,Subika,PRJ6841,BUD414,VP,Cancelled
TXN004579,SUP0146,2025-07-02,10876.19,USD,Supplies & Materials,Supplies & Materials,Security,1,Direct Award,97.1,Net 30,2025-07-02,2025-08-01,PO485508,Accra Office,PRJ9837,BUD910,Director,Completed
TXN004580,SUP0197,2020-05-25,196766.78,USD,Consulting Services,Equipment Parts,Mining Operations,24,Restricted Tender,13.6,Net 60,2020-05-25,2022-05-15,PO556210,,PRJ1493,BUD430,Director,Completed
TXN004581,SUP0442,2013-04-06,3413589.19,USD,Equipment Parts,Civil Works,Maintenance,3,Open Tender,9.9,Upon Delivery,2013-04-06,2013-07-05,PO307847,Accra Office,PRJ9558,BUD642,VP,Completed
TXN004582,SUP0334,2023-11-01,33269.81,USD,IT Services,Transportation & Logistics,Mining Operations,3,Restricted Tender,99.2,Net 90,2023-11-01,2024-01-30,PO861085,Ahafo North,PRJ9620,BUD669,Director,Cancelled
TXN004583,SUP0137,2024-04-04,483340.28,USD,Medical Services,Legal Services,Maintenance,24,Restricted Tender,53.8,Net 30,2024-04-04,2026-03-25,PO331681,Accra Office,PRJ8679,BUD793,Director,Active
TXN004584,SUP0291,2025-03-14,36361.02,USD,Security Services,Training Services,Mining Operations,3,Open Tender,99.3,Net 30,2025-03-14,2025-06-12,PO827067,Subika,PRJ1374,BUD343,Director,Completed
TXN004585,SUP0147,2012-02-14,540291.01,USD,Transportation & Logistics,Environmental Services,Administration,3,Open Tender,19.1,Net 90,2012-02-14,2012-05-14,PO894360,Accra Office,PRJ6659,BUD917,VP,Completed
TXN004586,SUP0487,2011-10-24,114107.05,USD,Equipment Parts,Civil Works,Maintenance,3,Open Tender,98.0,Net 30,2011-10-24,2012-01-22,PO233973,Subika,PRJ1191,BUD505,SVP,Completed
TXN004587,SUP0308,2019-09-29,42023.97,USD,Consulting Services,Safety Equipment,Security,36,Open Tender,92.2,Upon Delivery,2019-09-29,2022-09-13,PO768882,Ahafo South,PRJ7607,BUD761,SVP,Completed
TXN004588,SUP0143,2015-01-03,300696.38,USD,IT Services,Medical Services,Community Relations,6,Open Tender,55.0,Upon Delivery,2015-01-03,2015-07-02,PO537834,Accra Office,PRJ2533,BUD991,VP,Completed
TXN004589,SUP0461,2022-09-30,26521.82,USD,Safety Equipment,Office Supplies,Mining Operations,3,Restricted Tender,99.5,Upon Delivery,2022-09-30,2022-12-29,PO358592,Ahafo North,PRJ6871,BUD841,Manager,Completed
TXN004590,SUP0304,2010-01-08,418267.04,USD,Legal Services,Training Services,Environmental,3,Open Tender,28.9,Net 90,2010-01-08,2010-04-08,PO294194,Subika,PRJ3402,BUD977,SVP,Completed
TXN004591,SUP0191,2018-07-20,39550.23,USD,Training Services,Laboratory Services,Mining Operations,3,Open Tender,98.1,Net 60,2018-07-20,2018-10-18,,Subika,PRJ6774,BUD679,SVP,Completed
TXN004592,SUP0411,2015-06-06,56599.43,USD,Waste Management,Civil Works,Mining Operations,3,Open Tender,88.1,Upon Delivery,2015-06-06,2015-09-04,PO409284,Ahafo North,PRJ7793,BUD333,VP,Completed
TXN004593,SUP0072,2023-10-18,18458.55,USD,Safety Equipment,Mechanical Services,Community Relations,2,Restricted Tender,75.8,Net 90,2023-10-18,2023-12-17,PO107573,Ahafo North,PRJ6699,BUD428,VP,Completed
TXN004594,SUP0272,2019-04-21,478988.23,USD,Catering Services,Electrical Services,Maintenance,6,Open Tender,28.6,Upon Delivery,2019-04-21,2019-10-18,PO916521,Subika,PRJ4250,BUD176,SVP,Completed
TXN004595,SUP0466,2011-04-22,26461.68,USD,Safety Equipment,Mechanical Services,Community Relations,3,Open Tender,83.8,Upon Delivery,2011-04-22,2011-07-21,PO327751,Ahafo South,PRJ1877,BUD253,Manager,Completed
TXN004596,SUP0077,2010-05-09,383127.71,USD,Consulting Services,Consulting Services,Environmental,36,Open Tender,24.5,Net 60,2010-05-09,2013-04-23,PO872067,Accra Office,PRJ4342,BUD489,SVP,Completed
TXN004597,SUP0260,2014-12-20,46630.58,USD,Electrical Services,Mechanical Services,Mining Operations,36,Open Tender,98.1,Net 60,2014-12-20,2017-12-04,PO467970,Accra Office,PRJ8556,BUD309,Director,Completed
TXN004598,SUP0210,2013-10-24,198757.89,USD,Laboratory Services,Laboratory Services,Community Relations,36,Open Tender,92.0,Net 60,2013-10-24,2016-10-08,PO398929,Accra Office,PRJ5389,BUD677,Director,Completed
TXN004599,SUP0494,2023-06-04,87462.83,USD,Office Supplies,Consulting Services,Environmental,1,Open Tender,78.6,Upon Delivery,2023-06-04,2023-07-04,PO799957,Accra Office,PRJ1083,BUD916,Manager,Completed
TXN004600,SUP0334,2023-01-06,23790.61,USD,IT Services,Transportation & Logistics,Maintenance,1,Direct Award,99.5,Net 30,2023-01-06,2023-02-05,PO732509,Ahafo South,PRJ5953,BUD661,SVP,Completed
TXN004601,SUP0229,2018-11-21,2671011.36,USD,IT Services,Laboratory Services,Mining Operations,36,Restricted Tender,0.4,Net 30,2018-11-21,2021-11-05,PO884114,Accra Office,PRJ4405,BUD979,Director,Completed
TXN004602,SUP0064,2019-04-10,142504.09,USD,Accounting Services,Training Services,Mining Operations,6,Open Tender,87.8,Net 90,2019-04-10,2019-10-07,PO892151,Accra Office,PRJ4239,BUD780,SVP,Completed
TXN004603,SUP0244,2021-07-13,169636.69,USD,Civil Works,Equipment Parts,Mining Operations,2,Open Tender,92.3,Net 90,2021-07-13,2021-09-11,PO760708,Subika,PRJ2496,BUD595,SVP,Completed
TXN004604,SUP0176,2011-04-23,24518.37,USD,Security Services,Civil Works,Mining Operations,24,Restricted Tender,87.8,Net 30,2011-04-23,2013-04-12,PO728589,Ahafo North,PRJ9120,BUD199,SVP,Completed
TXN004605,SUP0479,2016-07-25,2837310.6,USD,Office Supplies,Financial Services,Community Relations,3,Restricted Tender,6.7,Net 90,2016-07-25,2016-10-23,,Ahafo South,PRJ1237,BUD392,VP,Completed
TXN004606,SUP0142,2021-01-03,22068.18,USD,Financial Services,Supplies & Materials,Mining Operations,3,Direct Award,76.5,Net 90,2021-01-03,2021-04-03,PO538794,Accra Office,PRJ5917,BUD361,SVP,Completed
TXN004607,SUP0378,2014-10-15,28008.34,USD,Consulting Services,Maintenance Services,Mining Operations,36,Restricted Tender,99.5,Net 60,2014-10-15,2017-09-29,PO665771,Accra Office,PRJ9996,BUD158,VP,Completed
TXN004608,SUP0219,2012-12-07,7380214.274543077,USD,Construction Services,Fuel & Lubricants,Maintenance,24,Restricted Tender,16.2,Net 30,2012-12-07,2014-11-27,PO791201,Subika,PRJ7373,BUD547,VP,Completed
TXN004609,SUP0168,2011-12-21,54539.86,USD,Maintenance Services,Training Services,Environmental,24,Restricted Tender,74.3,Net 60,2011-12-21,2013-12-10,PO563997,Subika,PRJ8362,BUD553,Manager,Completed
TXN004610,SUP0112,2023-04-24,274396.24,USD,Equipment Rental,Civil Works,Community Relations,3,Open Tender,85.0,Net 60,2023-04-24,2023-07-23,PO566679,Subika,PRJ5022,BUD934,VP,Completed
TXN004611,SUP0087,2017-12-16,634194.79,USD,IT Services,Mechanical Services,Environmental,1,Open Tender,16.8,Upon Delivery,2017-12-16,2018-01-15,PO632793,Subika,PRJ4511,BUD615,Manager,Completed
TXN004612,SUP0026,2018-11-11,2815862.51,USD,Equipment Parts,Security Services,Maintenance,1,Restricted Tender,38.3,Net 90,2018-11-11,2018-12-11,PO160563,Ahafo North,PRJ4927,BUD146,SVP,Completed
TXN004613,SUP0002,2016-04-16,144470841.5,GHS,Equipment Rental,Financial Services,Environmental,2,Restricted Tender,1.3,Net 60,2016-04-16,2016-06-15,PO378100,Ahafo North,PRJ5885,BUD893,Director,Completed
TXN004614,SUP0257,2018-01-14,3011641.14,USD,Construction Services,Maintenance Services,Mining Operations,6,Open Tender,6.3,Upon Delivery,2018-01-14,2018-07-13,PO723760,Subika,PRJ3896,BUD214,Director,Completed
TXN004615,SUP0132,2012-04-16,81272.16,USD,Training Services,Maintenance Services,Mining Operations,36,Restricted Tender,81.7,Net 90,2012-04-16,2015-04-01,PO507765,Ahafo South,PRJ4852,BUD616,SVP,Completed
TXN004616,SUP0431,2011-06-05,36148.73,USD,Environmental Services,Laboratory Services,Administration,1,Direct Award,96.9,Net 30,2011-06-05,2011-07-05,PO319757,Subika,PRJ6084,BUD529,VP,Completed
TXN004617,SUP0482,2018-07-25,315325.13,USD,Supplies & Materials,Financial Services,Mining Operations,2,Open Tender,23.1,Net 30,2018-07-25,2018-09-23,PO414210,Ahafo South,PRJ4472,BUD588,SVP,Completed
TXN004618,SUP0437,2015-10-28,8656.76,USD,Legal Services,Fuel & Lubricants,Mining Operations,12,Direct Award,97.5,Net 90,2015-10-28,2016-10-22,PO581879,Accra Office,PRJ3007,BUD772,Manager,Completed
TXN004619,SUP0379,2019-07-23,183086.3,USD,IT Services,Maintenance Services,Mining Operations,1,Open Tender,28.1,Net 60,2019-07-23,2019-08-22,PO286037,Ahafo South,PRJ6538,BUD145,Director,Completed
TXN004620,SUP0030,2022-11-20,42573.32,USD,Safety Equipment,Equipment Rental,Community Relations,3,Restricted Tender,95.6,Upon Delivery,2022-11-20,2023-02-18,PO832695,Subika,PRJ6753,BUD664,SVP,Cancelled
TXN004621,SUP0441,2021-04-11,42349.25,USD,Accounting Services,Office Supplies,Administration,36,Restricted Tender,98.5,Net 30,2021-04-11,2024-03-26,PO769488,Ahafo South,PRJ1694,BUD906,VP,Completed
TXN004622,SUP0330,2012-10-01,46805.38,USD,Financial Services,Legal Services,Maintenance,6,Open Tender,93.6,Net 60,2012-10-01,2013-03-30,PO325294,Ahafo North,PRJ7108,BUD234,SVP,Completed
TXN004623,SUP0382,2024-11-02,885392.04,USD,Medical Services,Supplies & Materials,Environmental,12,Open Tender,29.2,Net 30,2024-11-02,2025-10-28,PO205295,Ahafo North,PRJ9447,BUD421,VP,Active
TXN004624,SUP0044,2010-01-03,2258075.66,USD,Civil Works,Consulting Services,Security,1,Open Tender,11.6,Net 60,2010-01-03,2010-02-02,PO714592,Subika,PRJ8895,BUD297,Manager,Completed
TXN004625,SUP0271,2012-05-17,861389.69,USD,Safety Equipment,Accounting Services,Maintenance,1,Open Tender,26.3,Net 30,2012-05-17,2012-06-16,PO293314,Subika,PRJ6796,BUD976,SVP,Completed
TXN004626,SUP0340,2012-02-15,8084.79,USD,Safety Equipment,Medical Services,Mining Operations,3,Direct Award,97.8,Net 30,2012-02-15,2012-05-15,PO492987,Ahafo South,PRJ7304,BUD865,Manager,Completed
TXN004627,SUP0182,2023-05-29,35522.77,USD,Civil Works,Safety Equipment,Mining Operations,2,Open Tender,98.6,Net 30,2023-05-29,2023-07-28,PO298907,Accra Office,PRJ7122,BUD137,VP,Completed
TXN004628,SUP0398,2017-07-15,92034.56,USD,Office Supplies,Supplies & Materials,Environmental,1,Restricted Tender,60.8,Net 30,2017-07-15,2017-08-14,PO804478,Ahafo North,PRJ7746,BUD645,SVP,Completed
TXN004629,SUP0086,2011-10-30,27352.36,USD,Training Services,Electrical Services,Community Relations,24,Restricted Tender,79.7,Upon Delivery,2011-10-30,2013-10-19,PO933569,Accra Office,PRJ2258,BUD594,Manager,Completed
TXN004630,SUP0099,2022-01-11,27859.89,USD,Civil Works,Fuel & Lubricants,Mining Operations,1,Open Tender,99.4,Net 90,2022-01-11,2022-02-10,PO739966,Ahafo North,PRJ4342,BUD824,Director,Completed
